Look up table showing relationship of Lower Super Output Areas (LSOAs) to Wards*,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
LSOA CODE,LSOA name,Ward code,WARD *,Local Authority,,,,,,,,,,,,
E01030609,Reigate and Banstead 005B,E05007339,Preston,Reigate and Banstead,,,,,,,,,,,,
E01030640,Reigate and Banstead 005C,E05007347,Tattenhams,Reigate and Banstead,,,,,,,,,,,,
E01030643,Reigate and Banstead 005D,E05007347,Tattenhams,Reigate and Banstead,,,,,,,,,,,,
E01030635,Reigate and Banstead 006A,E05007346,Tadworth and Walton,Reigate and Banstead,,,,,,,,,,,,
E01030636,Reigate and Banstead 006B,E05007346,Tadworth and Walton,Reigate and Banstead,,,,,,,,,,,,
E01030637,Reigate and Banstead 006C,E05007346,Tadworth and Walton,Reigate and Banstead,,,,,,,,,,,,
E01030638,Reigate and Banstead 006D,E05007346,Tadworth and Walton,Reigate and Banstead,,,,,,,,,,,,
E01030639,Reigate and Banstead 006E,E05007346,Tadworth and Walton,Reigate and Banstead,,,,,,,,,,,,
E01030589,Reigate and Banstead 007A,E05007335,Kingswood with Burgh Heath,Reigate and Banstead,,,,,,,,,,,,
E01030590,Reigate and Banstead 007B,E05007335,Kingswood with Burgh Heath,Reigate and Banstead,,,,,,,,,,,,
E01030591,Reigate and Banstead 007C,E05007335,Kingswood with Burgh Heath,Reigate and Banstead,,,,,,,,,,,,
E01030592,Reigate and Banstead 007D,E05007335,Kingswood with Burgh Heath,Reigate and Banstead,,,,,,,,,,,,
E01030599,Reigate and Banstead 008A,E05007337,Merstham,Reigate and Banstead,,,,,,,,,,,,
E01030600,Reigate and Banstead 008B,E05007337,Merstham,Reigate and Banstead,,,,,,,,,,,,
E01030601,Reigate and Banstead 008C,E05007337,Merstham,Reigate and Banstead,,,,,,,,,,,,
E01030602,Reigate and Banstead 008D,E05007337,Merstham,Reigate and Banstead,,,,,,,,,,,,
E01030598,Reigate and Banstead 009A,E05007337,Merstham,Reigate and Banstead,,,,,,,,,,,,
E01030623,Reigate and Banstead 009B,E05007342,Reigate Central,Reigate and Banstead,,,,,,,,,,,,
E01030624,Reigate and Banstead 009C,E05007343,Reigate Hill,Reigate and Banstead,,,,,,,,,,,,
E01030625,Reigate and Banstead 009D,E05007343,Reigate Hill,Reigate and Banstead,,,,,,,,,,,,
E01030626,Reigate and Banstead 009E,E05007343,Reigate Hill,Reigate and Banstead,,,,,,,,,,,,
E01030627,Reigate and Banstead 009F,E05007343,Reigate Hill,Reigate and Banstead,,,,,,,,,,,,
E01030615,Reigate and Banstead 010A,E05007341,Redhill West,Reigate and Banstead,,,,,,,,,,,,
E01030616,Reigate and Banstead 010B,E05007341,Redhill West,Reigate and Banstead,,,,,,,,,,,,
E01030617,Reigate and Banstead 010C,E05007341,Redhill West,Reigate and Banstead,,,,,,,,,,,,
E01030618,Reigate and Banstead 010D,E05007341,Redhill West,Reigate and Banstead,,,,,,,,,,,,
E01030619,Reigate and Banstead 010E,E05007341,Redhill West,Reigate and Banstead,,,,,,,,,,,,
E01030622,Reigate and Banstead 010F,E05007342,Reigate Central,Reigate and Banstead,,,,,,,,,,,,
E01030610,Reigate and Banstead 011A,E05007340,Redhill East,Reigate and Banstead,,,,,,,,,,,,
E01030611,Reigate and Banstead 011B,E05007340,Redhill East,Reigate and Banstead,,,,,,,,,,,,
E01030612,Reigate and Banstead 011C,E05007340,Redhill East,Reigate and Banstead,,,,,,,,,,,,
E01030613,Reigate and Banstead 011D,E05007340,Redhill East,Reigate and Banstead,,,,,,,,,,,,
E01030614,Reigate and Banstead 011E,E05007340,Redhill East,Reigate and Banstead,,,,,,,,,,,,
E01030593,Reigate and Banstead 012A,E05007336,Meadvale and St John`s,Reigate and Banstead,,,,,,,,,,,,
E01030596,Reigate and Banstead 012B,E05007336,Meadvale and St John`s,Reigate and Banstead,,,,,,,,,,,,
E01030597,Reigate and Banstead 012C,E05007336,Meadvale and St John`s,Reigate and Banstead,,,,,,,,,,,,
E01030620,Reigate and Banstead 012D,E05007342,Reigate Central,Reigate and Banstead,,,,,,,,,,,,
E01030621,Reigate and Banstead 012E,E05007342,Reigate Central,Reigate and Banstead,,,,,,,,,,,,
E01030594,Reigate and Banstead 013A,E05007336,Meadvale and St John`s,Reigate and Banstead,,,,,,,,,,,,
E01030595,Reigate and Banstead 013B,E05007336,Meadvale and St John`s,Reigate and Banstead,,,,,,,,,,,,
E01030630,Reigate and Banstead 013C,E05007345,South Park and Woodhatch,Reigate and Banstead,,,,,,,,,,,,
E01030631,Reigate and Banstead 013D,E05007345,South Park and Woodhatch,Reigate and Banstead,,,,,,,,,,,,
E01030570,Reigate and Banstead 014A,E05007331,Earlswood and Whitebushes,Reigate and Banstead,,,,,,,,,,,,
E01030571,Reigate and Banstead 014B,E05007331,Earlswood and Whitebushes,Reigate and Banstead,,,,,,,,,,,,
E01030572,Reigate and Banstead 014C,E05007331,Earlswood and Whitebushes,Reigate and Banstead,,,,,,,,,,,,
E01030573,Reigate and Banstead 014D,E05007331,Earlswood and Whitebushes,Reigate and Banstead,,,,,,,,,,,,
E01030574,Reigate and Banstead 014E,E05007331,Earlswood and Whitebushes,Reigate and Banstead,,,,,,,,,,,,
E01030628,Reigate and Banstead 015A,E05007344,Salfords and Sidlow,Reigate and Banstead,,,,,,,,,,,,
E01030629,Reigate and Banstead 015B,E05007344,Salfords and Sidlow,Reigate and Banstead,,,,,,,,,,,,
E01030632,Reigate and Banstead 015C,E05007345,South Park and Woodhatch,Reigate and Banstead,,,,,,,,,,,,
E01030633,Reigate and Banstead 015D,E05007345,South Park and Woodhatch,Reigate and Banstead,,,,,,,,,,,,
E01030634,Reigate and Banstead 015E,E05007345,South Park and Woodhatch,Reigate and Banstead,,,,,,,,,,,,
E01030584,Reigate and Banstead 016A,E05007334,Horley West,Reigate and Banstead,,,,,,,,,,,,
E01030585,Reigate and Banstead 016B,E05007334,Horley West,Reigate and Banstead,,,,,,,,,,,,
E01030586,Reigate and Banstead 016C,E05007334,Horley West,Reigate and Banstead,,,,,,,,,,,,
E01030587,Reigate and Banstead 016D,E05007334,Horley West,Reigate and Banstead,,,,,,,,,,,,
E01030588,Reigate and Banstead 016E,E05007334,Horley West,Reigate and Banstead,,,,,,,,,,,,
E01030580,Reigate and Banstead 017A,E05007333,Horley East,Reigate and Banstead,,,,,,,,,,,,
E01030581,Reigate and Banstead 017B,E05007333,Horley East,Reigate and Banstead,,,,,,,,,,,,
E01030582,Reigate and Banstead 017C,E05007333,Horley East,Reigate and Banstead,,,,,,,,,,,,
E01030583,Reigate and Banstead 017D,E05007333,Horley East,Reigate and Banstead,,,,,,,,,,,,
E01030575,Reigate and Banstead 018A,E05007332,Horley Central,Reigate and Banstead,,,,,,,,,,,,
E01030576,Reigate and Banstead 018B,E05007332,Horley Central,Reigate and Banstead,,,,,,,,,,,,
E01030577,Reigate and Banstead 018C,E05007332,Horley Central,Reigate and Banstead,,,,,,,,,,,,
E01030578,Reigate and Banstead 018D,E05007332,Horley Central,Reigate and Banstead,,,,,,,,,,,,
E01030579,Reigate and Banstead 018E,E05007332,Horley Central,Reigate and Banstead,,,,,,,,,,,,
E01030667,Runnymede 001A,E05007354,Egham Town,Runnymede,,,,,,,,,,,,
E01030668,Runnymede 001B,E05007354,Egham Town,Runnymede,,,,,,,,,,,,
E01030669,Runnymede 001C,E05007354,Egham Town,Runnymede,,,,,,,,,,,,
E01030670,Runnymede 001D,E05007354,Egham Town,Runnymede,,,,,,,,,,,,
E01030671,Runnymede 002A,E05007355,Englefield Green East,Runnymede,,,,,,,,,,,,
E01030672,Runnymede 002B,E05007355,Englefield Green East,Runnymede,,,,,,,,,,,,
E01030673,Runnymede 002C,E05007356,Englefield Green West,Runnymede,,,,,,,,,,,,
E01030674,Runnymede 002D,E05007356,Englefield Green West,Runnymede,,,,,,,,,,,,
E01030675,Runnymede 002E,E05007356,Englefield Green West,Runnymede,,,,,,,,,,,,
E01030676,Runnymede 002F,E05007356,Englefield Green West,Runnymede,,,,,,,,,,,,
E01030663,Runnymede 003A,E05007353,Egham Hythe,Runnymede,,,,,,,,,,,,
E01030664,Runnymede 003B,E05007353,Egham Hythe,Runnymede,,,,,,,,,,,,
E01030665,Runnymede 003C,E05007353,Egham Hythe,Runnymede,,,,,,,,,,,,
E01030666,Runnymede 003D,E05007353,Egham Hythe,Runnymede,,,,,,,,,,,,
E01030687,Runnymede 003E,E05007359,Thorpe,Runnymede,,,,,,,,,,,,
E01030688,Runnymede 003F,E05007359,Thorpe,Runnymede,,,,,,,,,,,,
E01030656,Runnymede 004A,E05007351,Chertsey St Ann`s,Runnymede,,,,,,,,,,,,
E01030658,Runnymede 004B,E05007351,Chertsey St Ann`s,Runnymede,,,,,,,,,,,,
E01030685,Runnymede 004C,E05007359,Thorpe,Runnymede,,,,,,,,,,,,
E01030686,Runnymede 004D,E05007359,Thorpe,Runnymede,,,,,,,,,,,,
E01030689,Runnymede 005A,E05007360,Virginia Water,Runnymede,,,,,,,,,,,,
E01030690,Runnymede 005B,E05007360,Virginia Water,Runnymede,,,,,,,,,,,,
E01030691,Runnymede 005C,E05007360,Virginia Water,Runnymede,,,,,,,,,,,,
E01030692,Runnymede 005D,E05007360,Virginia Water,Runnymede,,,,,,,,,,,,
E01030652,Runnymede 006A,E05007350,Chertsey Meads,Runnymede,,,,,,,,,,,,
E01030653,Runnymede 006B,E05007350,Chertsey Meads,Runnymede,,,,,,,,,,,,
E01030654,Runnymede 006C,E05007350,Chertsey Meads,Runnymede,,,,,,,,,,,,
E01030657,Runnymede 006D,E05007351,Chertsey St Ann`s,Runnymede,,,,,,,,,,,,
E01030659,Runnymede 006E,E05007351,Chertsey St Ann`s,Runnymede,,,,,,,,,,,,
E01030647,Runnymede 007A,E05007348,Addlestone Bourneside,Runnymede,,,,,,,,,,,,
E01030648,Runnymede 007B,E05007349,Addlestone North,Runnymede,,,,,,,,,,,,
E01030649,Runnymede 007C,E05007349,Addlestone North,Runnymede,,,,,,,,,,,,
E01030650,Runnymede 007D,E05007349,Addlestone North,Runnymede,,,,,,,,,,,,
E01030651,Runnymede 007E,E05007349,Addlestone North,Runnymede,,,,,,,,,,,,
E01030655,Runnymede 007F,E05007350,Chertsey Meads,Runnymede,,,,,,,,,,,,
E01030662,Runnymede 007G,E05007352,Chertsey South and Row Town,Runnymede,,,,,,,,,,,,
E01030677,Runnymede 008A,E05007357,Foxhills,Runnymede,,,,,,,,,,,,
E01030678,Runnymede 008B,E05007357,Foxhills,Runnymede,,,,,,,,,,,,
E01030679,Runnymede 008C,E05007357,Foxhills,Runnymede,,,,,,,,,,,,
E01030680,Runnymede 008D,E05007357,Foxhills,Runnymede,,,,,,,,,,,,
E01030645,Runnymede 009A,E05007348,Addlestone Bourneside,Runnymede,,,,,,,,,,,,
E01030646,Runnymede 009B,E05007348,Addlestone Bourneside,Runnymede,,,,,,,,,,,,
E01030660,Runnymede 009C,E05007352,Chertsey South and Row Town,Runnymede,,,,,,,,,,,,
E01030661,Runnymede 009D,E05007352,Chertsey South and Row Town,Runnymede,,,,,,,,,,,,
E01030684,Runnymede 009E,E05007358,New Haw,Runnymede,,,,,,,,,,,,
E01030681,Runnymede 010A,E05007358,New Haw,Runnymede,,,,,,,,,,,,
E01030682,Runnymede 010B,E05007358,New Haw,Runnymede,,,,,,,,,,,,
E01030683,Runnymede 010C,E05007358,New Haw,Runnymede,,,,,,,,,,,,
E01030693,Runnymede 010D,E05007361,Woodham,Runnymede,,,,,,,,,,,,
E01030694,Runnymede 010E,E05007361,Woodham,Runnymede,,,,,,,,,,,,
E01030695,Runnymede 010F,E05007361,Woodham,Runnymede,,,,,,,,,,,,
E01030696,Runnymede 010G,E05007361,Woodham,Runnymede,,,,,,,,,,,,
E01030743,Spelthorne 001A,E05007372,Stanwell North,Spelthorne,,,,,,,,,,,,
E01030744,Spelthorne 001B,E05007372,Stanwell North,Spelthorne,,,,,,,,,,,,
E01030745,Spelthorne 001C,E05007372,Stanwell North,Spelthorne,,,,,,,,,,,,
E01030747,Spelthorne 001D,E05007372,Stanwell North,Spelthorne,,,,,,,,,,,,
E01030709,Spelthorne 002A,E05007364,Ashford North and Stanwell South,Spelthorne,,,,,,,,,,,,
E01030710,Spelthorne 002B,E05007364,Ashford North and Stanwell South,Spelthorne,,,,,,,,,,,,
E01030711,Spelthorne 002C,E05007364,Ashford North and Stanwell South,Spelthorne,,,,,,,,,,,,
E01030746,Spelthorne 002D,E05007372,Stanwell North,Spelthorne,,,,,,,,,,,,
E01030707,Spelthorne 003A,E05007364,Ashford North and Stanwell South,Spelthorne,,,,,,,,,,,,
E01030708,Spelthorne 003B,E05007364,Ashford North and Stanwell South,Spelthorne,,,,,,,,,,,,
E01030712,Spelthorne 003C,E05007365,Ashford Town,Spelthorne,,,,,,,,,,,,
E01030713,Spelthorne 003D,E05007365,Ashford Town,Spelthorne,,,,,,,,,,,,
E01030714,Spelthorne 003E,E05007365,Ashford Town,Spelthorne,,,,,,,,,,,,
E01030715,Spelthorne 003F,E05007365,Ashford Town,Spelthorne,,,,,,,,,,,,
E01030716,Spelthorne 003G,E05007365,Ashford Town,Spelthorne,,,,,,,,,,,,
E01030734,Spelthorne 004A,E05007370,Staines,Spelthorne,,,,,,,,,,,,
E01030735,Spelthorne 004B,E05007370,Staines,Spelthorne,,,,,,,,,,,,
E01030736,Spelthorne 004C,E05007370,Staines,Spelthorne,,,,,,,,,,,,
E01030737,Spelthorne 004D,E05007370,Staines,Spelthorne,,,,,,,,,,,,
E01030738,Spelthorne 004E,E05007370,Staines,Spelthorne,,,,,,,,,,,,
E01030701,Spelthorne 005A,E05007362,Ashford Common,Spelthorne,,,,,,,,,,,,
E01030702,Spelthorne 005B,E05007363,Ashford East,Spelthorne,,,,,,,,,,,,
E01030703,Spelthorne 005C,E05007363,Ashford East,Spelthorne,,,,,,,,,,,,
E01030704,Spelthorne 005D,E05007363,Ashford East,Spelthorne,,,,,,,,,,,,
E01030705,Spelthorne 005E,E05007363,Ashford East,Spelthorne,,,,,,,,,,,,
E01030706,Spelthorne 005F,E05007363,Ashford East,Spelthorne,,,,,,,,,,,,
E01030697,Spelthorne 006A,E05007362,Ashford Common,Spelthorne,,,,,,,,,,,,
E01030698,Spelthorne 006B,E05007362,Ashford Common,Spelthorne,,,,,,,,,,,,
E01030699,Spelthorne 006C,E05007362,Ashford Common,Spelthorne,,,,,,,,,,,,
E01030700,Spelthorne 006D,E05007362,Ashford Common,Spelthorne,,,,,,,,,,,,
E01030725,Spelthorne 006E,E05007367,Laleham and Shepperton Green,Spelthorne,,,,,,,,,,,,
E01030729,Spelthorne 007A,E05007368,Riverside and Laleham,Spelthorne,,,,,,,,,,,,
E01030739,Spelthorne 007B,E05007371,Staines South,Spelthorne,,,,,,,,,,,,
E01030740,Spelthorne 007C,E05007371,Staines South,Spelthorne,,,,,,,,,,,,
E01030741,Spelthorne 007D,E05007371,Staines South,Spelthorne,,,,,,,,,,,,
E01030748,Spelthorne 008A,E05007373,Sunbury Common,Spelthorne,,,,,,,,,,,,
E01030749,Spelthorne 008B,E05007373,Sunbury Common,Spelthorne,,,,,,,,,,,,
E01030750,Spelthorne 008C,E05007373,Sunbury Common,Spelthorne,,,,,,,,,,,,
E01030751,Spelthorne 008D,E05007373,Sunbury Common,Spelthorne,,,,,,,,,,,,
E01030752,Spelthorne 008E,E05007373,Sunbury Common,Spelthorne,,,,,,,,,,,,
E01030726,Spelthorne 009A,E05007368,Riverside and Laleham,Spelthorne,,,,,,,,,,,,
E01030727,Spelthorne 009B,E05007368,Riverside and Laleham,Spelthorne,,,,,,,,,,,,
E01030728,Spelthorne 009C,E05007368,Riverside and Laleham,Spelthorne,,,,,,,,,,,,
E01030742,Spelthorne 009D,E05007371,Staines South,Spelthorne,,,,,,,,,,,,
E01030753,Spelthorne 010A,E05007374,Sunbury East,Spelthorne,,,,,,,,,,,,
E01030754,Spelthorne 010B,E05007374,Sunbury East,Spelthorne,,,,,,,,,,,,
E01030755,Spelthorne 010C,E05007374,Sunbury East,Spelthorne,,,,,,,,,,,,
E01030756,Spelthorne 010D,E05007374,Sunbury East,Spelthorne,,,,,,,,,,,,
E01030717,Spelthorne 011A,E05007366,Halliford and Sunbury West,Spelthorne,,,,,,,,,,,,
E01030718,Spelthorne 011B,E05007366,Halliford and Sunbury West,Spelthorne,,,,,,,,,,,,
E01030719,Spelthorne 011C,E05007366,Halliford and Sunbury West,Spelthorne,,,,,,,,,,,,
E01030720,Spelthorne 011D,E05007366,Halliford and Sunbury West,Spelthorne,,,,,,,,,,,,
E01030721,Spelthorne 012A,E05007367,Laleham and Shepperton Green,Spelthorne,,,,,,,,,,,,
E01030722,Spelthorne 012B,E05007367,Laleham and Shepperton Green,Spelthorne,,,,,,,,,,,,
E01030723,Spelthorne 012C,E05007367,Laleham and Shepperton Green,Spelthorne,,,,,,,,,,,,
E01030724,Spelthorne 012D,E05007367,Laleham and Shepperton Green,Spelthorne,,,,,,,,,,,,
E01030730,Spelthorne 013A,E05007369,Shepperton Town,Spelthorne,,,,,,,,,,,,
E01030731,Spelthorne 013B,E05007369,Shepperton Town,Spelthorne,,,,,,,,,,,,
E01030732,Spelthorne 013C,E05007369,Shepperton Town,Spelthorne,,,,,,,,,,,,
E01030733,Spelthorne 013D,E05007369,Shepperton Town,Spelthorne,,,,,,,,,,,,
E01030763,Surrey Heath 001A,E05007377,Chobham,Surrey Heath,,,,,,,,,,,,
E01030764,Surrey Heath 001B,E05007377,Chobham,Surrey Heath,,,,,,,,,,,,
E01030765,Surrey Heath 001C,E05007377,Chobham,Surrey Heath,,,,,,,,,,,,
E01030809,Surrey Heath 001D,E05007390,Windlesham,Surrey Heath,,,,,,,,,,,,
E01030810,Surrey Heath 001E,E05007390,Windlesham,Surrey Heath,,,,,,,,,,,,
E01030811,Surrey Heath 001F,E05007390,Windlesham,Surrey Heath,,,,,,,,,,,,
E01030757,Surrey Heath 002A,E05007375,Bagshot,Surrey Heath,,,,,,,,,,,,
E01030758,Surrey Heath 002B,E05007375,Bagshot,Surrey Heath,,,,,,,,,,,,
E01030759,Surrey Heath 002C,E05007375,Bagshot,Surrey Heath,,,,,,,,,,,,
E01030760,Surrey Heath 002D,E05007375,Bagshot,Surrey Heath,,,,,,,,,,,,
E01030778,Surrey Heath 003A,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030779,Surrey Heath 003B,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030780,Surrey Heath 003C,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030781,Surrey Heath 003D,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030786,Surrey Heath 004A,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030787,Surrey Heath 004B,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030788,Surrey Heath 004C,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030801,Surrey Heath 004D,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030802,Surrey Heath 004E,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030796,Surrey Heath 005A,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030797,Surrey Heath 005B,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030798,Surrey Heath 005C,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030799,Surrey Heath 005D,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030800,Surrey Heath 005E,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030761,Surrey Heath 006A,E05007376,Bisley,Surrey Heath,,,,,,,,,,,,
E01030762,Surrey Heath 006B,E05007376,Bisley,Surrey Heath,,,,,,,,,,,,
E01030806,Surrey Heath 006C,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030807,Surrey Heath 006D,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030808,Surrey Heath 006E,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030774,Surrey Heath 007A,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030775,Surrey Heath 007B,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030776,Surrey Heath 007C,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030777,Surrey Heath 007D,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030793,Surrey Heath 008A,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030794,Surrey Heath 008B,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030795,Surrey Heath 008C,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030803,Surrey Heath 008D,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030804,Surrey Heath 008E,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030805,Surrey Heath 008F,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030789,Surrey Heath 009A,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030790,Surrey Heath 009B,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030791,Surrey Heath 009C,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030792,Surrey Heath 009D,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030766,Surrey Heath 010A,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030767,Surrey Heath 010B,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030768,Surrey Heath 010C,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030769,Surrey Heath 010D,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030770,Surrey Heath 011A,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030771,Surrey Heath 011B,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030772,Surrey Heath 011C,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030773,Surrey Heath 011D,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030782,Surrey Heath 012A,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030783,Surrey Heath 012B,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030784,Surrey Heath 012C,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030785,Surrey Heath 012D,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030855,Tandridge 002A,E05007405,Warlingham West,Tandridge,,,,,,,,,,,,
E01030856,Tandridge 002B,E05007405,Warlingham West,Tandridge,,,,,,,,,,,,
E01030859,Tandridge 002C,E05007407,Whyteleafe,Tandridge,,,,,,,,,,,,
E01030860,Tandridge 002D,E05007407,Whyteleafe,Tandridge,,,,,,,,,,,,
E01030844,Tandridge 003A,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030845,Tandridge 003B,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030846,Tandridge 003C,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030857,Tandridge 003D,E05007406,Westway,Tandridge,,,,,,,,,,,,
E01030858,Tandridge 003E,E05007406,Westway,Tandridge,,,,,,,,,,,,
E01030828,Tandridge 004A,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030829,Tandridge 004B,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030830,Tandridge 004C,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030850,Tandridge 004D,E05007403,Valley,Tandridge,,,,,,,,,,,,
E01030851,Tandridge 004E,E05007403,Valley,Tandridge,,,,,,,,,,,,
E01030861,Tandridge 004F,E05007408,Woldingham,Tandridge,,,,,,,,,,,,
E01030820,Tandridge 005A,E05007391,Chaldon,Tandridge,,,,,,,,,,,,
E01030847,Tandridge 005B,E05007401,Queens Park,Tandridge,,,,,,,,,,,,
E01030848,Tandridge 005C,E05007401,Queens Park,Tandridge,,,,,,,,,,,,
E01030831,Tandridge 006A,E05007396,Limpsfield,Tandridge,,,,,,,,,,,,
E01030832,Tandridge 006B,E05007396,Limpsfield,Tandridge,,,,,,,,,,,,
E01030836,Tandridge 006C,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030837,Tandridge 006D,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030838,Tandridge 006E,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030839,Tandridge 006F,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030840,Tandridge 007A,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030841,Tandridge 007B,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030842,Tandridge 007C,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030843,Tandridge 007D,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030812,Tandridge 008A *,E05007409,Bletchingley and Nutfield (best fit),Tandridge,,,,,,,,,,,,
E01030813,Tandridge 008B,E05007409,Bletchingley and Nutfield,Tandridge,,,,,,,,,,,,
E01030814,Tandridge 008C *,E05007409,Bletchingley and Nutfield (best fit),Tandridge,,,,,,,,,,,,
E01030815,Tandridge 008D,E05007409,Bletchingley and Nutfield,Tandridge,,,,,,,,,,,,
E01030824,Tandridge 009A,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030825,Tandridge 009B,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030826,Tandridge 009C,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030827,Tandridge 009D,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030821,Tandridge 010A,E05007392,Dormansland and Felcourt,Tandridge,,,,,,,,,,,,
E01030822,Tandridge 010B,E05007392,Dormansland and Felcourt,Tandridge,,,,,,,,,,,,
E01030833,Tandridge 010C,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030834,Tandridge 010D,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030835,Tandridge 010E,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030816,Tandridge 011A,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030817,Tandridge 011B *,E05007410,Burstow Horne and Outwood (best fit),Tandridge,,,,,,,,,,,,
E01030818,Tandridge 011C,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030819,Tandridge 011D,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030823,Tandridge 011E,E05007393,Felbridge,Tandridge,,,,,,,,,,,,
E01030852,Tandridge 012A,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001B ¶,,,,,,,,,,,
E01030853,Tandridge 012B,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001C ¶,,,,,,,,,,,
E01030854,Tandridge 012C,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001D ¶,,,,,,,,,,,
E01032571,Tandridge 012D,E05007402,Tatsfield and Titsey,Tandridge,Formerly Tandridge 001A (E01030849) ¶,,,,,,,,,,,
E01030890,Waverley 001A,E05007422,Farnham Hale and Heath End,Waverley,,,,,,,,,,,,
E01030902,Waverley 001B,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
E01030903,Waverley 001C,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
E01030904,Waverley 001D,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
